"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"chengyu","December 2025/成语","狰狞面目","zhēngníngmiànmù","F.E. ferocious features；a vile visage","F.E. ferocious features；a vile visage","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","December 2025/成语","猴年马月","hóuniánmǎyuè","year of the monkey and month of the horse—time that will never come (as this is not a valid year/month in the Chinese calendar)；long time off；time that will never come","year of the monkey and month of the horse—time that will never come (as this is not a valid year/month in the Chinese calendar)；long time off；time that will never come","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","November 2025/成语","玩火自焚","wánhuǒzìfén","whoever plays with fire will perish by fire；harm set, harm get；who sows the wind shall reap the whirlwind","whoever plays with fire will perish by fire；harm set, harm get；who sows the wind shall reap the whirlwind","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","瑟瑟发抖","sèsèfādǒu","发抖","to shiver","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","December 2025/成语","生气勃勃","shēngqìbóbó","F.E. full of vitality","F.E. full of vitality","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","用武之地","yòngwǔzhīdì","ample scope for abilities；favorable position for the use of one's skills","ample scope for abilities；favorable position for the use of one's skills","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","男女授受不亲","nánshòushòubùqīn","men and women should not touch hands when they give or receive things (citation, from Mencius)","men and women should not touch hands when they give or receive things (citation, from Mencius)","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","December 2025/成语","畅所欲言","chàngsuǒyùyán","F.E. speak out freely；字面指 fluently saying all one wants (idiom)；to preach freely on one's favorite topic；比喻hold forth to one's heart's content","F.E. speak out freely；lit. fluently saying all one wants；to preach freely on one's favorite topic；to hold forth to one's heart's content","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语；December 2025/成语","白头偕老","báitóuxiélǎo","(of a married couple) to live together until old age；比喻remain lifelong companions；(of a married couple) to live together until old age；比喻remain lifelong companions","(of a married couple) to live together until old age；to remain lifelong companions；(of a married couple) to live together until old age；to remain lifelong companions","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","November 2025/成语","百思不得其解","bǎisībùdéqíjiě","比喻remain puzzled after pondering over sth a hundred times；比喻remain perplexed despite much thought","to remain puzzled after pondering over sth a hundred times；to remain perplexed despite much thought","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","百里挑一","bǎilǐtiāoyī","one in a hundred；cream of the crop 百里挑一的美人 bǎilǐtiāoyī de měi rén an exceptional beauty","one in a hundred；cream of the crop 百里挑一的美人 bǎilǐtiāoyī de měi rén an exceptional beauty","成语","百里挑一的美人","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","磕磕巴巴","kēkēbābā","stammering；stuttering；not speaking fluently","stammering；stuttering；not speaking fluently","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","December 2025/成语","精打细算","jīngdǎxìsuàn","careful calculation and strict budgeting","careful calculation and strict budgeting","成语","","中性","对人力物力的使用要精打细算。","Duì rénlì wùlì de shǐyòng yào jīngdǎxìsuàn.","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","糊糊涂涂","húhutútu","confused；muddled；stupid；dumb","confused；muddled；stupid；dumb","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","纠缠不休","jiūchánbùxiū","pester incessantly","pester incessantly","成语","","贬义","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","细枝末节","xìzhīmòjié","minor details；trifles","minor details；trifles","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","November 2025/成语","细水长流","xìshuǐchángliú","economize to avoid shortage；go about sth. little by little without letup；字面指 thin streams flow forever；fig. economy will get you a long way","economize to avoid shortage；go about sth. little by little without letup；lit. thin streams flow forever；fig. economy will get you a long way；to work steadily at something little by little","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","老少皆宜","lǎoshàojiēyí","suitable for both the young and the old","suitable for both the young and the old","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","自告奋勇","zìgàofènyǒng","offer to undertake (a difficult or dangerous task)；volunteer (to do sth. difficult) 自告奋勇参加突击队 Zìgàofènyǒng cānjiā tūjīduì volunteer to join the shock team","offer to undertake (a difficult or dangerous task)；volunteer (to do sth. difficult) 自告奋勇参加突击队 Zìgàofènyǒng cānjiā tūjīduì volunteer to join the shock team","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","苦思冥想","kǔsīmíngxiǎng","think long and hard；cudgel (or rack) one's brains (to evolve an idea)","think long and hard；cudgel (or rack) one's brains (to evolve an idea)","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","December 2025/成语","获益良多","huòyì liángduō","benefit a great deal","benefit a great deal","成语","","褒义","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","November 2025/成语","萝卜白菜，各有所爱","luóbobáicài gèyǒusuǒài","(saying) one man's meat is another man's poison；比喻each his own","(saying) one man's meat is another man's poison；to each his own","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","营养不良","yíngyǎngbùliáng","营养不良；undernourishment；deficiency disease；dystrophy","malnutrition；undernourishment；deficiency disease；dystrophy","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","蜀犬吠日","shǔ quǎn fèi rì","a Sichuan dog barks at the sun；字面指 Sichuan dogs bark at the sun (idiom)；fig. a simpleton will marvel at even the most common things；alludes to the Sichuan foggy weather where it's uncommon to see a sunny day","a Sichuan dog barks at the sun；lit. Sichuan dogs bark at the sun；fig. a simpleton will marvel at even the most common things；alludes to the Sichuan foggy weather where it's uncommon to see a sunny day","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","见马克思","jiàn mǎkèsī","比喻die；字面指 to visit Marx；比喻pass away","to die；lit. to visit Marx；to pass away","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","September 2025/成语","视同路人","shìtónglùrén","regard as a stranger；treat like a stranger；distant；aloof","regard as a stranger；treat like a stranger；distant；aloof","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","说来话长","shuōláihuàcháng","start explaining and it's a long story；complicated and not easy to express succinctly","start explaining and it's a long story；complicated and not easy to express succinctly","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语","谈何容易","tánhéróngyì","easier said than done；by no means easy","easier said than done；by no means easy","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"chengyu","October 2025/成语；December 2025/成语","身不由己","shēnbùyóujǐ","(of one's circumstances) beyond one's control；unable to do anything about it；(of one's actions) not subject to conscious control (i.e. done in spite of oneself)；(of one's circumstances) beyond one's control；unable to do anything about it；(of one's actions) not subject to conscious control (i.e. done in spite of oneself)","(of one's circumstances) beyond one's control；unable to do anything about it；(of one's actions) not subject to conscious control (i.e. done in spite of oneself)；(of one's circumstances) beyond one's control；unable to do anything about it；(of one's actions) not subject to conscious control (i.e. done in spite of oneself)","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
