"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"October 2025/生词；PKU Sem1 文学课/生词","捧","pěng","hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of","hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；classifier for what can be held in both hands；hold or carry in both hands；boost；exalt；extol；flatter 把某人捧上天 bǎ mǒurén pěng shàng tiān praise (or laud) sb. to the skies；fulsome praise measure word double handful 一捧枣儿 Yī pěng zǎor a double handful of dates；to hold or offer with both hands；to sing the praises of；classifier for what can be held in both hands","名","捧着一个西瓜；把某人捧上天；一捧枣儿；捧着一个西瓜；把某人捧上天；一捧枣儿","中性","捧着一个西瓜 pěng zhe yī ge xīguā hold a watermelon in both hands 她双手捧着孩子的脸。","Tā shuāngshǒu pěng zhe háizi de liǎn.","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","无休止","wúxiūzhǐ","没有止境，持续不断。；没有止境，持续不断。","endless；ceaseless；without stop；endless；ceaseless；without stop","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","枯焦","kūjiāo","干枯焦黄。；干枯焦黄。","withered and scorched；dried up；withered and scorched；dried up","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","浸","jìn","soak；steep；to immerse；to soak；soak；steep；to immerse；to soak","soak；steep；to immerse；to soak；to steep；gradually；soak；steep；to immerse；to soak；to steep；gradually","名","友情浸厚；友情浸厚","中性","他的衣服让汗浸湿了。","Tā de yīfu ràng hàn jìnshī le.","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","淡忘","dànwàng","gradually forget as time passes；have (sth) fade from one's memory；gradually forget as time passes；have (sth) fade from one's memory","to gradually forget as time passes；to have (sth) fade from one's memory；to gradually forget as time passes；to have (sth) fade from one's memory","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","漆黑","qīhēi","pitch-black；pitch-black","pitch-black；pitch-black","名","","中性","","","","",""
"October 2025/生词；PKU Sem1 文学课/生词","激","jī","arouse；incite；excite；stimulate；arouse；incite；excite；stimulate","to arouse；to incite；to excite；to stimulate；sharp；fierce；violent；to arouse；to incite；to excite；to stimulate；sharp；fierce；violent","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","烫","tàng","scald；burn 烫了个泡 tàng le ge pào burn a blister through being scalded (or burnt) 让开水烫着了 Ràng kāishuǐ tàng zháo le scalded by boiling water；heat up in hot water；warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath；iron；press 烫衣服 tàng yīfu iron (or press) clothes；perm；have one's hair permed very hot；scalding；boiling hot；scald；burn 烫了个泡 tàng le ge pào burn a blister through being scalded (or burnt) 让开水烫着了 Ràng kāishuǐ tàng zháo le scalded by boiling water；heat up in hot water；warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath；iron；press 烫衣服 tàng yīfu iron (or press) clothes；perm；have one's hair permed very hot；scalding；boiling hot","scald；burn 烫了个泡 tàng le ge pào burn a blister through being scalded (or burnt) 让开水烫着了 Ràng kāishuǐ tàng zháo le scalded by boiling water；heat up in hot water；warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath；iron；press 烫衣服 tàng yīfu iron (or press) clothes；perm；have one's hair permed very hot；scalding；boiling hot；to scald；to burn (by scalding)；to blanch (cooking)；to heat (sth) up in hot water；to perm；to iron；scalding hot；scald；burn 烫了个泡 tàng le ge pào burn a blister through being scalded (or burnt) 让开水烫着了 Ràng kāishuǐ tàng zháo le scalded by boiling water；heat up in hot water；warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath；iron；press 烫衣服 tàng yīfu iron (or press) clothes；perm；have one's hair permed very hot；scalding；boiling hot；to scald；to burn (by scalding)；to blanch (cooking)；to heat (sth) up in hot water；to perm；to iron；scalding hot","名","烫了个泡；让开水烫着了；烫脚；烫酒；烫了个泡；让开水烫着了；烫脚；烫酒","中性","烫了个泡 tàng le ge pào burn a blister through being scalded (or burnt) 让开水烫着了 Ràng kāishuǐ tàng zháo le scalded by boiling water 2 heat up in hot water; warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath 3 iron; press 烫衣服 tàng yīfu iron (or press) clothes 4 perm; have one's hair permed 她头发刚烫过。","Ràng kāishuǐ tàng zháo le scalded by boiling water 2 heat up in hot water; warm 烫脚 tàngjiǎo soak one’s feet in hot water 烫酒 tàngjiǔ warm wine (by putting the container in hot water) 烫澡 tàngzǎo take a hot bath 3 iron; press 烫衣服 tàng yīfu iron (or press) clothes 4 perm; have one's hair permed 她头发刚烫过。 Tā tóufa gāng tàng guò.","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","痴","chī","silly；idiotic；crazy about sb. (or sth.)；dialect insane；mad 发痴 fāchī go crazy；imbecile；silly；idiotic；crazy about sb. (or sth.)；dialect insane；mad 发痴 fāchī go crazy；imbecile","silly；idiotic；crazy about sb. (or sth.)；dialect insane；mad 发痴 fāchī go crazy；imbecile；sentimental；stupid；foolish；silly；idiotic；crazy about sb. (or sth.)；dialect insane；mad 发痴 fāchī go crazy；imbecile；sentimental；stupid；foolish","名","发痴；发痴","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","瘫","tān","paralyzed；paralyzed","paralyzed；paralyzed","名","","中性","","","","",""
"October 2025/生词；PKU Sem1 文学课/生词","盈亏","yíngkuī","负责任的；(of the moon) wax and wane；负责任的；(of the moon) wax and wane","gain and lose 盈亏包干 yíng-kuī bāogān (of enterprises) be responsible for their own profits or losses；(of the moon) wax and wane；gain and lose 盈亏包干 yíng-kuī bāogān (of enterprises) be responsible for their own profits or losses；(of the moon) wax and wane","名","盈亏包干；月有盈亏；盈亏包干；月有盈亏","褒义","盈亏包干 yíng-kuī bāogān (of enterprises) be responsible for their own profits or losses 2 (of the moon) wax and wane 月有盈亏。","Yuè yǒu yíng-kuī.","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","突兀","tūwù","lofty；towering；sudden；abrupt；lofty；towering；sudden；abrupt","lofty；towering；sudden；abrupt；lofty；towering；sudden；abrupt","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","笨拙","bènzhuō","clumsy；awkward；stupid 笨拙的伎俩 bènzhuō de jìliǎng stupid tricks；clumsy plot 动作笨拙 Dòngzuò bènzhuō clumsy (or awkward) movements；clumsy；awkward；stupid 笨拙的伎俩 bènzhuō de jìliǎng stupid tricks；clumsy plot 动作笨拙 Dòngzuò bènzhuō clumsy (or awkward) movements","clumsy；awkward；stupid 笨拙的伎俩 bènzhuō de jìliǎng stupid tricks；clumsy plot 动作笨拙 Dòngzuò bènzhuō clumsy (or awkward) movements；move ungracefully；clumsy；awkward；stupid 笨拙的伎俩 bènzhuō de jìliǎng stupid tricks；clumsy plot 动作笨拙 Dòngzuò bènzhuō clumsy (or awkward) movements；move ungracefully","名","笨拙的伎俩；动作笨拙；笨拙的伎俩；动作笨拙","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","纳闷","nàmèn","puzzled；bewildered；puzzled；bewildered","puzzled；bewildered；puzzled；bewildered","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","缚","fù","bind；tie；Taiwan pr；bind；tie；Taiwan pr","to bind；to tie；Taiwan pr；to bind；to tie；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","翻","fān","flip；to turn over；to flip over；to overturn；flip；to turn over；to flip over；to overturn","flip；to turn over；to flip over；to overturn；to rummage through；to translate；to decode；to double；to climb over or into；to cross；flip；to turn over；to flip over；to overturn；to rummage through；to translate；to decode；to double；to climb over or into；to cross","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","耷拉","dāla","droop；hang down；dangle；droop；hang down；dangle","to droop；to hang down；to dangle；to droop；to hang down；to dangle","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","蜷缩","quánsuō","curl up；huddle；cower；cringing；curl up；huddle；cower；cringing","to curl up；to huddle；to cower；cringing；to curl up；to huddle；to cower；cringing","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","装门面","zhuāng ménmian","put up a front；maintain an outward show；keep up appearances；put up a front；maintain an outward show；keep up appearances","put up a front；maintain an outward show；keep up appearances；put up a front；maintain an outward show；keep up appearances","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"October 2025/生词；PKU Sem1 文学课/生词","钻","zuān","drill；bore；get into；make one's way into；drill；bore；get into；make one's way into","to drill；to bore；to get into；to make one's way into；to enter (a hole)；to thread one's way through；to study intensively；to dig into；to curry favor for personal gain；to drill；to bore；to get into；to make one's way into；to enter (a hole)；to thread one's way through；to study intensively；to dig into；to curry favor for personal gain","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"October 2025/生词；PKU Sem1 文学课/生词","颈子","jǐngzi","colloquial neck；colloquial neck","colloquial neck；colloquial neck","名","","口语","","","","",""
